Calculating solvability percentage...

[Lower Bound, Upper Bound] | Solvable/Unsolvable/Intractable | Current seed | (Est. Confidence Interval: Continue/Re-eval)
[93.414, 100.000] | 66/0/0 | 65 | (N/A)
[93.506, 100.000] | 67/0/0 | 66 | (N/A)
[93.596, 100.000] | 68/0/0 | 67 | (N/A)
[93.683, 100.000] | 69/0/0 | 68 | (N/A)
[93.768, 100.000] | 70/0/0 | 69 | (N/A)
[93.851, 100.000] | 71/0/0 | 70 | (N/A)
[93.931, 100.000] | 72/0/0 | 71 | (N/A)
[94.010, 100.000] | 73/0/0 | 72 | (N/A)
[94.086, 100.000] | 74/0/0 | 73 | (N/A)
[94.161, 100.000] | 75/0/0 | 74 | (N/A)
[94.233, 100.000] | 76/0/0 | 75 | (N/A)
[94.304, 100.000] | 77/0/0 | 76 | (N/A)
[94.373, 100.000] | 78/0/0 | 77 | (N/A)
[94.441, 100.000] | 79/0/0 | 78 | (N/A)
[94.506, 100.000] | 80/0/0 | 79 | (N/A)
[94.571, 100.000] | 81/0/0 | 80 | (N/A)
[94.634, 100.000] | 82/0/0 | 81 | (N/A)
[94.695, 100.000] | 83/0/0 | 82 | (N/A)
[94.755, 100.000] | 84/0/0 | 83 | (N/A)
[94.814, 100.000] | 85/0/0 | 84 | (N/A)
[94.871, 100.000] | 86/0/0 | 85 | (N/A)
[94.927, 100.000] | 87/0/0 | 86 | (N/A)
[94.982, 100.000] | 88/0/0 | 87 | (N/A)
[95.036, 100.000] | 89/0/0 | 88 | (N/A)
[95.088, 100.000] | 90/0/0 | 89 | (N/A)
[95.140, 100.000] | 91/0/0 | 90 | (N/A)
[95.190, 100.000] | 92/0/0 | 91 | (N/A)
[95.239, 100.000] | 93/0/0 | 92 | (N/A)
[95.288, 100.000] | 94/0/0 | 93 | (N/A)
[95.335, 100.000] | 95/0/0 | 94 | (N/A)
[95.382, 100.000] | 96/0/0 | 95 | (N/A)
[95.427, 100.000] | 97/0/0 | 96 | (N/A)
[95.472, 100.000] | 98/0/0 | 97 | (N/A)
[95.516, 100.000] | 99/0/0 | 98 | (N/A)
[95.559, 100.000] | 100/0/0 | 99 | (N/A)
[95.601, 100.000] | 101/0/0 | 100 | (N/A)
[95.642, 100.000] | 102/0/0 | 101 | (N/A)
[95.683, 100.000] | 103/0/0 | 102 | (N/A)
[95.723, 100.000] | 104/0/0 | 103 | (N/A)
[95.762, 100.000] | 105/0/0 | 104 | (N/A)
[95.800, 100.000] | 106/0/0 | 105 | (N/A)
[95.838, 100.000] | 107/0/0 | 106 | (N/A)
[95.875, 100.000] | 108/0/0 | 107 | (N/A)
[95.911, 100.000] | 109/0/0 | 108 | (N/A)
[95.947, 100.000] | 110/0/0 | 109 | (N/A)
[95.982, 100.000] | 111/0/0 | 110 | (N/A)
[96.016, 100.000] | 112/0/0 | 111 | (N/A)
[96.050, 100.000] | 113/0/0 | 112 | (N/A)
[96.084, 100.000] | 114/0/0 | 113 | (N/A)
[96.117, 100.000] | 115/0/0 | 114 | (N/A)
[96.149, 100.000] | 116/0/0 | 115 | (N/A)
[96.180, 100.000] | 117/0/0 | 116 | (N/A)
[96.212, 100.000] | 118/0/0 | 117 | (N/A)
[96.242, 100.000] | 119/0/0 | 118 | (N/A)
[96.273, 100.000] | 120/0/0 | 119 | (N/A)
[96.302, 100.000] | 121/0/0 | 120 | (N/A)
[96.332, 100.000] | 122/0/0 | 121 | (N/A)
[96.360, 100.000] | 123/0/0 | 122 | (N/A)
[96.389, 100.000] | 124/0/0 | 123 | (N/A)
[96.417, 100.000] | 125/0/0 | 124 | (N/A)
[96.444, 100.000] | 126/0/0 | 125 | (N/A)
[96.471, 100.000] | 127/0/0 | 126 | (N/A)
[96.498, 100.000] | 128/0/0 | 127 | (N/A)
[96.524, 100.000] | 129/0/0 | 128 | (N/A)
[96.550, 100.000] | 130/0/0 | 129 | (N/A)
[96.575, 100.000] | 131/0/0 | 130 | (N/A)
[96.600, 100.000] | 132/0/0 | 131 | (N/A)
[96.625, 100.000] | 133/0/0 | 132 | (N/A)
[96.650, 100.000] | 134/0/0 | 133 | (N/A)
[96.674, 100.000] | 135/0/0 | 134 | (N/A)
[96.697, 100.000] | 136/0/0 | 135 | (N/A)
[96.721, 100.000] | 137/0/0 | 136 | (N/A)
[96.744, 100.000] | 138/0/0 | 137 | (N/A)
[96.766, 100.000] | 139/0/0 | 138 | (N/A)
[96.789, 100.000] | 140/0/0 | 139 | (N/A)
[96.811, 100.000] | 141/0/0 | 140 | (N/A)
[96.833, 100.000] | 142/0/0 | 141 | (N/A)
[96.854, 100.000] | 143/0/0 | 142 | (N/A)
[96.875, 100.000] | 144/0/0 | 143 | (N/A)
[96.896, 100.000] | 145/0/0 | 144 | (N/A)
[96.917, 100.000] | 146/0/0 | 145 | (N/A)
[96.937, 100.000] | 147/0/0 | 146 | (N/A)
[96.957, 100.000] | 148/0/0 | 147 | (N/A)
[96.977, 100.000] | 149/0/0 | 148 | (N/A)
[96.997, 100.000] | 150/0/0 | 149 | (N/A)
[97.016, 100.000] | 151/0/0 | 150 | (N/A)
[97.035, 100.000] | 152/0/0 | 151 | (N/A)
[97.054, 100.000] | 153/0/0 | 152 | (N/A)
[97.073, 100.000] | 154/0/0 | 153 | (N/A)
[97.091, 100.000] | 155/0/0 | 154 | (N/A)
[97.109, 100.000] | 156/0/0 | 155 | (N/A)
[97.127, 100.000] | 157/0/0 | 156 | (N/A)
[97.145, 100.000] | 158/0/0 | 157 | (N/A)
[97.162, 100.000] | 159/0/0 | 158 | (N/A)
[97.179, 100.000] | 160/0/0 | 159 | (N/A)
[97.196, 100.000] | 161/0/0 | 160 | (N/A)
[97.213, 100.000] | 162/0/0 | 161 | (N/A)
[97.230, 100.000] | 163/0/0 | 162 | (N/A)
[97.246, 100.000] | 164/0/0 | 163 | (N/A)
[97.263, 100.000] | 165/0/0 | 164 | (N/A)
[97.279, 100.000] | 166/0/0 | 165 | (N/A)
[97.295, 100.000] | 167/0/0 | 166 | (N/A)
[97.310, 100.000] | 168/0/0 | 167 | (N/A)
[96.389, 100.000] | 168/0/1 | 168 | (6.878, 2.690)
--- Timeout doubled to 4000 ms. Re-evaluating intractable seeds ---
[-- re-eval --] | 0/0/1 | 168
--- Re-evaluation complete ---
[96.389, 100.000] | 168/0/1 | 169 | (5.068, 2.690)
--- Timeout doubled to 8000 ms. Re-evaluating intractable seeds ---
[-- re-eval --] | 0/0/1 | 168
--- Re-evaluation complete ---
[96.389, 100.000] | 168/0/1 | 169 | (5.068, 2.690)
--- Timeout doubled to 16000 ms. Re-evaluating intractable seeds ---
[-- re-eval --] | 1/0/0 | 168
--- Re-evaluation complete ---
[97.326, 100.000] | 169/0/0 | 169 | (N/A)
[97.341, 100.000] | 170/0/0 | 169 | (N/A)
[97.356, 100.000] | 171/0/0 | 170 | (N/A)
[97.371, 100.000] | 172/0/0 | 171 | (N/A)
[97.386, 100.000] | 173/0/0 | 172 | (N/A)
[97.401, 100.000] | 174/0/0 | 173 | (N/A)
[97.415, 100.000] | 175/0/0 | 174 | (N/A)
[97.430, 100.000] | 176/0/0 | 175 | (N/A)
[97.444, 100.000] | 177/0/0 | 176 | (N/A)
[97.458, 100.000] | 178/0/0 | 177 | (N/A)
[97.472, 100.000] | 179/0/0 | 178 | (N/A)
[97.485, 100.000] | 180/0/0 | 179 | (N/A)
[97.499, 100.000] | 181/0/0 | 180 | (N/A)
[97.512, 100.000] | 182/0/0 | 181 | (N/A)
[97.526, 100.000] | 183/0/0 | 182 | (N/A)
[97.539, 100.000] | 184/0/0 | 183 | (N/A)
[97.552, 100.000] | 185/0/0 | 184 | (N/A)
[97.565, 100.000] | 186/0/0 | 185 | (N/A)
[97.577, 100.000] | 187/0/0 | 186 | (N/A)
[97.590, 100.000] | 188/0/0 | 187 | (N/A)
[97.602, 100.000] | 189/0/0 | 188 | (N/A)
[97.615, 100.000] | 190/0/0 | 189 | (N/A)
[97.627, 100.000] | 191/0/0 | 190 | (N/A)
[97.639, 100.000] | 192/0/0 | 191 | (N/A)
[97.651, 100.000] | 193/0/0 | 192 | (N/A)
[97.663, 100.000] | 194/0/0 | 193 | (N/A)
[97.674, 100.000] | 195/0/0 | 194 | (N/A)
[97.686, 100.000] | 196/0/0 | 195 | (N/A)
[97.698, 100.000] | 197/0/0 | 196 | (N/A)
[97.709, 100.000] | 198/0/0 | 197 | (N/A)
[97.720, 100.000] | 199/0/0 | 198 | (N/A)
[97.731, 100.000] | 200/0/0 | 199 | (N/A)
[97.742, 100.000] | 201/0/0 | 200 | (N/A)
[97.753, 100.000] | 202/0/0 | 201 | (N/A)
[97.764, 100.000] | 203/0/0 | 202 | (N/A)
[97.775, 100.000] | 204/0/0 | 203 | (N/A)
[97.786, 100.000] | 205/0/0 | 204 | (N/A)
[97.796, 100.000] | 206/0/0 | 205 | (N/A)
[97.806, 100.000] | 207/0/0 | 206 | (N/A)
[97.817, 100.000] | 208/0/0 | 207 | (N/A)
[97.827, 100.000] | 209/0/0 | 208 | (N/A)
[97.837, 100.000] | 210/0/0 | 209 | (N/A)
[97.847, 100.000] | 211/0/0 | 210 | (N/A)
[97.857, 100.000] | 212/0/0 | 211 | (N/A)
[97.867, 100.000] | 213/0/0 | 212 | (N/A)
[97.877, 100.000] | 214/0/0 | 213 | (N/A)
[97.886, 100.000] | 215/0/0 | 214 | (N/A)
[97.896, 100.000] | 216/0/0 | 215 | (N/A)
[97.906, 100.000] | 217/0/0 | 216 | (N/A)
[97.915, 100.000] | 218/0/0 | 217 | (N/A)
[97.924, 100.000] | 219/0/0 | 218 | (N/A)
[97.934, 100.000] | 220/0/0 | 219 | (N/A)
[97.943, 100.000] | 221/0/0 | 220 | (N/A)
[97.952, 100.000] | 222/0/0 | 221 | (N/A)
[97.961, 100.000] | 223/0/0 | 222 | (N/A)
[97.970, 100.000] | 224/0/0 | 223 | (N/A)
[97.979, 100.000] | 225/0/0 | 224 | (N/A)
[97.987, 100.000] | 226/0/0 | 225 | (N/A)
[97.996, 100.000] | 227/0/0 | 226 | (N/A)
[98.005, 100.000] | 228/0/0 | 227 | (N/A)
[98.013, 100.000] | 229/0/0 | 228 | (N/A)
[98.022, 100.000] | 230/0/0 | 229 | (N/A)
[98.030, 100.000] | 231/0/0 | 230 | (N/A)
[98.038, 100.000] | 232/0/0 | 231 | (N/A)
[98.047, 100.000] | 233/0/0 | 232 | (N/A)
[98.055, 100.000] | 234/0/0 | 233 | (N/A)
[98.063, 100.000] | 235/0/0 | 234 | (N/A)
[98.071, 100.000] | 236/0/0 | 235 | (N/A)
[98.079, 100.000] | 237/0/0 | 236 | (N/A)
[98.087, 100.000] | 238/0/0 | 237 | (N/A)
[98.095, 100.000] | 239/0/0 | 238 | (N/A)
[98.103, 100.000] | 240/0/0 | 239 | (N/A)
[98.110, 100.000] | 241/0/0 | 240 | (N/A)
[98.118, 100.000] | 242/0/0 | 241 | (N/A)
[98.126, 100.000] | 243/0/0 | 242 | (N/A)
[98.133, 100.000] | 244/0/0 | 243 | (N/A)
[98.141, 100.000] | 245/0/0 | 244 | (N/A)
[98.148, 100.000] | 246/0/0 | 245 | (N/A)
[98.155, 100.000] | 247/0/0 | 246 | (N/A)
[98.163, 100.000] | 248/0/0 | 247 | (N/A)
[98.170, 100.000] | 249/0/0 | 248 | (N/A)
[98.177, 100.000] | 250/0/0 | 249 | (N/A)
[98.184, 100.000] | 251/0/0 | 250 | (N/A)
[98.191, 100.000] | 252/0/0 | 251 | (N/A)
[98.198, 100.000] | 253/0/0 | 252 | (N/A)
[98.205, 100.000] | 254/0/0 | 253 | (N/A)
[98.212, 100.000] | 255/0/0 | 254 | (N/A)
[98.219, 100.000] | 256/0/0 | 255 | (N/A)
[98.226, 100.000] | 257/0/0 | 256 | (N/A)
[98.233, 100.000] | 258/0/0 | 257 | (N/A)
[98.240, 100.000] | 259/0/0 | 258 | (N/A)
[98.246, 100.000] | 260/0/0 | 259 | (N/A)
[98.253, 100.000] | 261/0/0 | 260 | (N/A)
[98.259, 100.000] | 262/0/0 | 261 | (N/A)
[98.266, 100.000] | 263/0/0 | 262 | (N/A)
[98.272, 100.000] | 264/0/0 | 263 | (N/A)
[98.279, 100.000] | 265/0/0 | 264 | (N/A)
[98.285, 100.000] | 266/0/0 | 265 | (N/A)
[98.291, 100.000] | 267/0/0 | 266 | (N/A)
[98.298, 100.000] | 268/0/0 | 267 | (N/A)
[98.304, 100.000] | 269/0/0 | 268 | (N/A)
[98.310, 100.000] | 270/0/0 | 269 | (N/A)
[98.316, 100.000] | 271/0/0 | 270 | (N/A)
[98.322, 100.000] | 272/0/0 | 271 | (N/A)
[98.328, 100.000] | 273/0/0 | 272 | (N/A)
[98.334, 100.000] | 274/0/0 | 273 | (N/A)
[98.340, 100.000] | 275/0/0 | 274 | (N/A)
[98.346, 100.000] | 276/0/0 | 275 | (N/A)
[98.352, 100.000] | 277/0/0 | 276 | (N/A)
[98.358, 100.000] | 278/0/0 | 277 | (N/A)
[98.364, 100.000] | 279/0/0 | 278 | (N/A)
[98.370, 100.000] | 280/0/0 | 279 | (N/A)
[98.375, 100.000] | 281/0/0 | 280 | (N/A)
[98.381, 100.000] | 282/0/0 | 281 | (N/A)
[98.387, 100.000] | 283/0/0 | 282 | (N/A)
[98.392, 100.000] | 284/0/0 | 283 | (N/A)
[98.398, 100.000] | 285/0/0 | 284 | (N/A)
[98.403, 100.000] | 286/0/0 | 285 | (N/A)
[98.409, 100.000] | 287/0/0 | 286 | (N/A)
[98.414, 100.000] | 288/0/0 | 287 | (N/A)
[98.420, 100.000] | 289/0/0 | 288 | (N/A)
[98.425, 100.000] | 290/0/0 | 289 | (N/A)
[98.430, 100.000] | 291/0/0 | 290 | (N/A)
[98.436, 100.000] | 292/0/0 | 291 | (N/A)
[98.441, 100.000] | 293/0/0 | 292 | (N/A)
[98.446, 100.000] | 294/0/0 | 293 | (N/A)
[98.451, 100.000] | 295/0/0 | 294 | (N/A)
[98.456, 100.000] | 296/0/0 | 295 | (N/A)
[98.461, 100.000] | 297/0/0 | 296 | (N/A)
[98.467, 100.000] | 298/0/0 | 297 | (N/A)
[98.472, 100.000] | 299/0/0 | 298 | (N/A)
[98.477, 100.000] | 300/0/0 | 299 | (N/A)
[98.482, 100.000] | 301/0/0 | 300 | (N/A)
[98.487, 100.000] | 302/0/0 | 301 | (N/A)
[98.491, 100.000] | 303/0/0 | 302 | (N/A)
[98.496, 100.000] | 304/0/0 | 303 | (N/A)
[98.501, 100.000] | 305/0/0 | 304 | (N/A)
[98.506, 100.000] | 306/0/0 | 305 | (N/A)
[98.511, 100.000] | 307/0/0 | 306 | (N/A)
[98.516, 100.000] | 308/0/0 | 307 | (N/A)
[98.520, 100.000] | 309/0/0 | 308 | (N/A)
[98.525, 100.000] | 310/0/0 | 309 | (N/A)
[98.530, 100.000] | 311/0/0 | 310 | (N/A)
[98.534, 100.000] | 312/0/0 | 311 | (N/A)
[98.539, 100.000] | 313/0/0 | 312 | (N/A)
[98.544, 100.000] | 314/0/0 | 313 | (N/A)
[98.548, 100.000] | 315/0/0 | 314 | (N/A)
[98.553, 100.000] | 316/0/0 | 315 | (N/A)
[98.557, 100.000] | 317/0/0 | 316 | (N/A)
[98.562, 100.000] | 318/0/0 | 317 | (N/A)
[98.566, 100.000] | 319/0/0 | 318 | (N/A)
[98.571, 100.000] | 320/0/0 | 319 | (N/A)
[98.575, 100.000] | 321/0/0 | 320 | (N/A)
[98.579, 100.000] | 322/0/0 | 321 | (N/A)
[98.584, 100.000] | 323/0/0 | 322 | (N/A)
[98.588, 100.000] | 324/0/0 | 323 | (N/A)
[98.592, 100.000] | 325/0/0 | 324 | (N/A)
[98.597, 100.000] | 326/0/0 | 325 | (N/A)
[98.601, 100.000] | 327/0/0 | 326 | (N/A)
[98.605, 100.000] | 328/0/0 | 327 | (N/A)
[98.609, 100.000] | 329/0/0 | 328 | (N/A)
[98.613, 100.000] | 330/0/0 | 329 | (N/A)
[98.617, 100.000] | 331/0/0 | 330 | (N/A)
[98.622, 100.000] | 332/0/0 | 331 | (N/A)
[98.626, 100.000] | 333/0/0 | 332 | (N/A)
[98.630, 100.000] | 334/0/0 | 333 | (N/A)
[98.634, 100.000] | 335/0/0 | 334 | (N/A)
[98.638, 100.000] | 336/0/0 | 335 | (N/A)
[98.642, 100.000] | 337/0/0 | 336 | (N/A)
[98.646, 100.000] | 338/0/0 | 337 | (N/A)
[98.650, 100.000] | 339/0/0 | 338 | (N/A)
[98.654, 100.000] | 340/0/0 | 339 | (N/A)
[98.657, 100.000] | 341/0/0 | 340 | (N/A)
[98.661, 100.000] | 342/0/0 | 341 | (N/A)
[98.665, 100.000] | 343/0/0 | 342 | (N/A)
[98.669, 100.000] | 344/0/0 | 343 | (N/A)
[98.673, 100.000] | 345/0/0 | 344 | (N/A)
[98.677, 100.000] | 346/0/0 | 345 | (N/A)
[98.680, 100.000] | 347/0/0 | 346 | (N/A)
[98.684, 100.000] | 348/0/0 | 347 | (N/A)
[98.688, 100.000] | 349/0/0 | 348 | (N/A)
[98.692, 100.000] | 350/0/0 | 349 | (N/A)
[98.695, 100.000] | 351/0/0 | 350 | (N/A)
[98.699, 100.000] | 352/0/0 | 351 | (N/A)
[98.703, 100.000] | 353/0/0 | 352 | (N/A)
[98.706, 100.000] | 354/0/0 | 353 | (N/A)
[98.710, 100.000] | 355/0/0 | 354 | (N/A)
[98.713, 100.000] | 356/0/0 | 355 | (N/A)
[98.717, 100.000] | 357/0/0 | 356 | (N/A)
[98.720, 100.000] | 358/0/0 | 357 | (N/A)
[98.724, 100.000] | 359/0/0 | 358 | (N/A)
[98.727, 100.000] | 360/0/0 | 359 | (N/A)
[98.731, 100.000] | 361/0/0 | 360 | (N/A)
[98.734, 100.000] | 362/0/0 | 361 | (N/A)
[98.738, 100.000] | 363/0/0 | 362 | (N/A)
[98.741, 100.000] | 364/0/0 | 363 | (N/A)
[98.745, 100.000] | 365/0/0 | 364 | (N/A)
[98.748, 100.000] | 366/0/0 | 365 | (N/A)
[98.751, 100.000] | 367/0/0 | 366 | (N/A)
[98.755, 100.000] | 368/0/0 | 367 | (N/A)
[98.758, 100.000] | 369/0/0 | 368 | (N/A)
[98.761, 100.000] | 370/0/0 | 369 | (N/A)
[98.765, 100.000] | 371/0/0 | 370 | (N/A)
[98.768, 100.000] | 372/0/0 | 371 | (N/A)
[98.771, 100.000] | 373/0/0 | 372 | (N/A)
[98.775, 100.000] | 374/0/0 | 373 | (N/A)
[98.778, 100.000] | 375/0/0 | 374 | (N/A)
[98.781, 100.000] | 376/0/0 | 375 | (N/A)
[98.784, 100.000] | 377/0/0 | 376 | (N/A)
[98.787, 100.000] | 378/0/0 | 377 | (N/A)
[98.791, 100.000] | 379/0/0 | 378 | (N/A)
[98.794, 100.000] | 380/0/0 | 379 | (N/A)
[98.797, 100.000] | 381/0/0 | 380 | (N/A)
[98.800, 100.000] | 382/0/0 | 381 | (N/A)
[98.803, 100.000] | 383/0/0 | 382 | (N/A)
[98.806, 100.000] | 384/0/0 | 383 | (N/A)
[98.809, 100.000] | 385/0/0 | 384 | (N/A)
[98.812, 100.000] | 386/0/0 | 385 | (N/A)
[98.815, 100.000] | 387/0/0 | 386 | (N/A)
[98.818, 100.000] | 388/0/0 | 387 | (N/A)
[98.821, 100.000] | 389/0/0 | 388 | (N/A)
[98.824, 100.000] | 390/0/0 | 389 | (N/A)
[98.827, 100.000] | 391/0/0 | 390 | (N/A)
[98.830, 100.000] | 392/0/0 | 391 | (N/A)
[98.423, 100.000] | 392/1/0 | 392 | (N/A)
[98.427, 100.000] | 393/1/0 | 393 | (N/A)
[98.431, 100.000] | 394/1/0 | 394 | (N/A)
[98.435, 100.000] | 395/1/0 | 395 | (N/A)
[98.439, 100.000] | 396/1/0 | 396 | (N/A)
[98.443, 100.000] | 397/1/0 | 397 | (N/A)
[98.446, 100.000] | 398/1/0 | 398 | (N/A)
[98.450, 100.000] | 399/1/0 | 399 | (N/A)
[98.454, 100.000] | 400/1/0 | 400 | (N/A)
[98.458, 100.000] | 401/1/0 | 401 | (N/A)
[98.462, 100.000] | 402/1/0 | 402 | (N/A)
[98.465, 100.000] | 403/1/0 | 403 | (N/A)
[98.469, 100.000] | 404/1/0 | 404 | (N/A)
[98.473, 100.000] | 405/1/0 | 405 | (N/A)
[98.477, 100.000] | 406/1/0 | 406 | (N/A)
[98.480, 100.000] | 407/1/0 | 407 | (N/A)
[98.484, 100.000] | 408/1/0 | 408 | (N/A)
[98.488, 100.000] | 409/1/0 | 409 | (N/A)
[98.491, 100.000] | 410/1/0 | 410 | (N/A)
[98.495, 100.000] | 411/1/0 | 411 | (N/A)
[98.499, 100.000] | 412/1/0 | 412 | (N/A)
[98.502, 100.000] | 413/1/0 | 413 | (N/A)
[98.506, 100.000] | 414/1/0 | 414 | (N/A)
[98.509, 100.000] | 415/1/0 | 415 | (N/A)
[98.513, 100.000] | 416/1/0 | 416 | (N/A)
[98.516, 100.000] | 417/1/0 | 417 | (N/A)
[98.520, 100.000] | 418/1/0 | 418 | (N/A)
[98.523, 100.000] | 419/1/0 | 419 | (N/A)
[98.527, 100.000] | 420/1/0 | 420 | (N/A)
[98.530, 100.000] | 421/1/0 | 421 | (N/A)
[98.534, 100.000] | 422/1/0 | 422 | (N/A)
[98.537, 100.000] | 423/1/0 | 423 | (N/A)
[98.540, 100.000] | 424/1/0 | 424 | (N/A)
[98.544, 100.000] | 425/1/0 | 425 | (N/A)
[98.547, 100.000] | 426/1/0 | 426 | (N/A)
[98.551, 100.000] | 427/1/0 | 427 | (N/A)
[98.554, 100.000] | 428/1/0 | 428 | (N/A)
[98.557, 100.000] | 429/1/0 | 429 | (N/A)
[98.561, 100.000] | 430/1/0 | 430 | (N/A)
[98.564, 100.000] | 431/1/0 | 431 | (N/A)
[98.567, 100.000] | 432/1/0 | 432 | (N/A)
[98.570, 100.000] | 433/1/0 | 433 | (N/A)
[98.574, 100.000] | 434/1/0 | 434 | (N/A)
[98.577, 100.000] | 435/1/0 | 435 | (N/A)
[98.580, 100.000] | 436/1/0 | 436 | (N/A)
[98.583, 100.000] | 437/1/0 | 437 | (N/A)
[98.587, 100.000] | 438/1/0 | 438 | (N/A)
[98.590, 100.000] | 439/1/0 | 439 | (N/A)
[98.593, 100.000] | 440/1/0 | 440 | (N/A)
[98.596, 100.000] | 441/1/0 | 441 | (N/A)
[98.599, 100.000] | 442/1/0 | 442 | (N/A)
[98.602, 100.000] | 443/1/0 | 443 | (N/A)
[98.605, 100.000] | 444/1/0 | 444 | (N/A)
[98.608, 100.000] | 445/1/0 | 445 | (N/A)
[98.612, 100.000] | 446/1/0 | 446 | (N/A)
[98.615, 100.000] | 447/1/0 | 447 | (N/A)
[98.618, 100.000] | 448/1/0 | 448 | (N/A)
[98.621, 100.000] | 449/1/0 | 449 | (N/A)
[98.624, 100.000] | 450/1/0 | 450 | (N/A)
[98.627, 100.000] | 451/1/0 | 451 | (N/A)
[98.630, 100.000] | 452/1/0 | 452 | (N/A)
[98.633, 100.000] | 453/1/0 | 453 | (N/A)
[98.636, 100.000] | 454/1/0 | 454 | (N/A)
[98.639, 100.000] | 455/1/0 | 455 | (N/A)
[98.642, 100.000] | 456/1/0 | 456 | (N/A)
[98.645, 100.000] | 457/1/0 | 457 | (N/A)
